sampleplotid,sampleplottype,volume,pinevol,sprucevol,decidvol,rad,blue,green,red,re1,re2,re3,nir,nirnarrow,swir1,swir2,hh,hv
494017,1,222.01,95.23,69.99,56.79,20,758.8773679,535.0548355,304.2362911,477.0977069,1342.622134,1686.42672,1695.144566,1809.612164,648.5373878,251.1954138,5837.245902,3344.298865
494018,4,316.13,18.55,286.9,10.68,20,740.2513882,527.7238768,294.7597173,452.6668349,1256.409894,1544.540131,1510.893993,1728.149924,551.883897,207.0908632,8203.975564,4224.674542
494019,4,279.02,104.77,168.88,5.37,20,747.3082401,531.1739573,300.4247202,454.0284842,1166.607325,1461.749237,1445.023398,1622.709563,545.3331638,213.5071211,6306.921802,2820.109741
494020,4,221.13,0,213.15,7.98,20,737.6068896,523.6453901,289.9883485,462.677305,1242.527356,1568.81003,1481.066869,1672.110436,551.9447822,214.245694,5870.794416,2652.298223
494021,1,391.62,0,384.92,6.7,20,744.9829317,518.9497992,295.8303213,470.7891566,1102.626506,1342.126506,1315.704819,1466.253012,508.060241,218.6987952,10204.20759,4170.611392
494022,1,313.75,0,277.19,36.56,20,771.1508492,567.1048951,301.005994,613.4235764,1830.045954,2304.95005,1940.543457,2633.387612,791.2717283,303.1138861,8914.678074,4189.646388
494023,1,321.34,0,321.34,0,20,742.2725451,525.4609218,295.0561122,457.6563126,1175.987976,1475.149299,1382.772545,1745.259519,506.2715431,183.6112224,9048.402778,4528.954545
494024,1,280.28,0,279.86,0.42,20,753.9282869,550.186255,300.2270916,474.3984064,1229.639442,1576.881474,1583.911355,1800.562749,558.9541833,207.0498008,7749.584171,4173.479899
494025,1,320.48,0,298.6,21.88,20,754.446,538.131,310.605,445.43,1198.631,1537.975,1506.42,1769.509,595.849,256.015,9997.275472,3533.033962
494026,1,333.08,29.55,303.54,0,20,743.774,534.808,305.024,456.236,1286.35,1654.922,1660.326,1803.418,504.214,190.562,9279.293671,4728.975949
494027,1,330.34,0,330.34,0,20,756.6653347,556.3366633,309.952048,481.0509491,1284.926074,1649.196803,1653.116883,1830.835165,611.5124875,252.7052947,8858.852227,5154.787348
494028,1,343.32,18.95,324.37,0,20,751.1515454,528.3649053,301.2033898,463.6191426,1262.262213,1664.773679,1658.682951,1850.874377,498.9052841,197.5782652,9452.062386,4326.287968
494029,1,419.56,0,419.56,0,20,762.4984985,559.4654655,311.7107107,516.042042,1353.061061,1768.215215,1694.295295,1974.194194,685.6066066,293.1521522,7912.448612,4586.856327
494030,1,315.35,0,314.26,1.09,20,751.2364729,554.7625251,314.1603206,490.4398798,1359.991984,1774.225451,1744.472946,1930.343687,645.3837675,273.8727455,5869.089196,3679.415829
494031,4,234.36,0,0,234.36,20,748.3236936,532.6073059,293.6194825,481.5185185,1560.970066,2085.147641,2132.478945,2287.610857,748.7245053,272.5728057,6400.195214,2375.214106
494032,4,242.22,0,0,242.22,20,748.2704752,544.4686552,303.6370071,473.9453994,1570.17088,2075.829626,2205.763397,2386.325581,700.7821031,250.7588473,4887.925411,2578.060683
494033,4,256.11,0,0,256.11,20,761.7310625,570.3858668,317.0869344,546.2221657,1947.919166,2648.326894,2629.479919,2950.340112,965.562786,363.7727504,5055.231646,2780.802532
494034,4,206.61,0,0,206.61,20,752.8319797,540.3827411,298.0619289,492.0446701,1618.977665,2161.791371,2065.240609,2437.517259,792.4532995,292.1040609,9987.171137,4525.545338
494035,4,274.92,0,0,274.92,20,765.8918233,576.3839512,328.3798883,587.1762316,2085.794312,2769.599797,2840.383443,3115.178771,1035.230574,374.8232605,7102.410872,3051.948167
494112,1,352,0,319.54,32.47,20,751.9818697,542.2665628,299.139611,438,1228,1530,1546.813865,1654,551,229,6441.897468,3045.824051
494113,1,305.57,0,302.45,3.12,20,753.5805806,560.0640641,307.5965966,491.4644645,1365.376376,1708.196196,1667.251251,1875.28028,566.3893894,233.3933934,8845.691919,3138.657828
494114,1,225.45,0,225.45,0,20,758.5214785,568.4295704,320.2137862,495.8391608,1249.235764,1464.815185,1537.88012,1741.818182,556.4135864,226.6383616,7866.944304,3578.921519
494115,1,184.66,0,171.96,12.7,20,765.5250501,585.9589178,328.1773547,557.252505,1423.254509,1763.366733,1615.122244,2024.092184,727.4509018,297.2805611,10501.67004,4887.233881
494116,1,238.48,0,238.48,0,20,772.7024048,576.0380762,330.8997996,522.0310621,1345.248497,1708.542084,1591.903808,1896.728457,631.4619238,264.9539078,7262.432193,4002.130545
494117,1,173.71,163.22,10.49,0,20,777.8101898,599.3946054,336.5544456,554.4175824,1443.208791,1773.593407,1720.318681,1959.395604,666.1648352,275.6923077,7456.584284,3483.361217
494118,1,201.12,191.61,3.46,6.04,20,797.4800797,644.2460159,372.3276892,614.2250996,1679.242032,2041.301793,2040.423307,2269.753984,814.2918327,336.4492032,8540.61597,4481.95057
494119,1,94.63,30.78,42.08,21.77,20,766.8897796,602.9448898,335.6052104,553.4468938,1409.758517,1724.645291,1730.9499,1893.431864,662.8507014,271.3066132,5530.868188,2220.831432
494120,1,156.24,131.72,19.89,4.63,20,785.7477567,610.6500499,348.3170489,573.6520439,1529.637089,1828.312064,1808.762712,1998.757727,731.6410768,297.9272183,8040.89467,4688.090102
494122,1,119.63,30.74,88.9,0,20,772.1442886,592.5531062,329.3186373,549.8136273,1496.639279,1751.689379,1651.808617,1894.39479,656.490982,262.3466934,5347.329531,2736.509506
494123,1,159.57,113.84,11.32,34.42,20,792.6939182,614.8644068,346.6221336,590.0528415,1539.04985,1909.997009,1793.60319,2061.894317,748.2612164,306.2103689,8219.464033,3970.446631
498847,1,161.66,161.66,0,0,20,818.7812188,637.6333666,423.5964036,658.4895105,1299.331668,1523.518482,1444.853147,1710.16983,859.8121878,401.1008991,7534.172707,3516.868183
498848,3,44.4,42.36,1.12,0.91,20,783.7327327,641.3913914,365.009009,689.1831832,1665.562563,1977.763764,1946.620621,2158.491491,840.7717718,341.9049049,6486.787955,2447.303639
498849,1,74.25,66.89,1.52,5.84,20,769.439681,590.1405783,325.2901296,611.7248255,1820.443669,2271.428714,2069.10668,2432.363908,792.2811565,304,5972.397468,4397.726582
498850,3,37.05,34.05,0,3,20,782.9371257,628.8463074,369.007984,707.8383234,1670.931138,1941.080838,1925.38024,2080.817365,912.2245509,380.9461078,5644.782995,2483.819797
498851,4,130.22,127.78,0.98,1.46,20,852.3782961,696.6227181,489.9072008,762.0684584,1436.449797,1672.327586,1618.679513,1831.74645,1057.492394,525.5400609,6798.984713,2858.214013
498853,1,107.73,26.25,72.57,8.9,20,796.333,633.244,381.673,667.54,1737.258,2179.628,2092.467,2474.65,864.132,316.796,7912.52725,4725.78834
498854,1,268.13,0,197.87,70.25,20,770.9669339,576.7164329,333.9288577,528.1092184,1340.380762,1622.074148,1544.702405,1764.05511,631.8867735,255.7014028,4609.747386,3238.365661
498856,1,229.27,93.29,135.98,0,20,776.068,592.324,338.328,514.978,1380.478,1669.878,1630.746,1796.164,572.308,239.062,8968.623737,4428.814394
498859,1,199.79,196.52,0,3.26,20,800.915,617.757,385.002,620.856,1485.097,1747.484,1751.58,1909.248,849.131,381.226,9302.384966,4617.155505
498861,4,166.98,0,3.84,163.15,20,768.2496195,586.861999,341.2567225,588.384069,1764.201928,2192.26484,2246.528158,2498.324201,940.2196854,364.4845256,9079.457286,3565.621859
498863,1,466.77,249.95,216.82,0,20,761.6516517,575.6846847,319.7377377,519.3733734,1279.075075,1518.515516,1577.015015,1648.375375,597.5505506,241.5315315,9414.840852,4734.646617
498864,1,143.97,134.75,9.21,0,20,779.551346,593.6340977,337.1345962,591.3758724,1740.042871,2152.149551,2089.328016,2357.314058,713.7318046,273.6829511,6654.332761,2867.489447
498865,1,167.3,167.3,0,0,20,772.5921844,588.8737475,331.6082164,547.1312625,1612.532064,2020.56513,1953.098196,2183.199399,661.8957916,238.1062124,9347.363752,6020.098859
498866,1,113.23,1.39,109.1,2.74,20,764.6873127,602.0939061,332.7212787,601.6653347,1761.370629,2221.524476,2197.396603,2449.765235,608.3456543,212.1438561,8724.689308,5132.337107
498867,1,313.2,182.94,111.34,18.92,20,771.513,582.361,332.381,544.987,1423.08,1687.504,1646.602,1880.836,679.933,243.76,7032.163057,3626.86242
498877,1,414.8,0,414.8,0,20,739.1714855,524.3668993,289.554337,433.8474576,1117.254237,1406.59322,1383.334995,1522.101695,426.2372881,157.220339,9810.741117,4046.496193
498878,1,332.42,0,327.64,4.78,20,739.7451497,528.5411577,291.0607585,463,1243,1586,1543.607505,1732,499,182,7883.451204,4071.596958
498880,1,68.29,2.48,23.03,42.78,20,775.9511466,650.6729811,377.6460618,757.4845464,2112.189432,2600.715852,2713.21336,2945.809571,996.0099701,359.221336,7897.758883,5166.724619
498881,3,19.57,0,6.48,13.09,20,786.75,648.1962151,366.3416335,696.2141434,2299.860558,2874.417331,3011.483068,3231.746016,1179.738048,441.8994024,7545.73731,3725.239848
498882,1,259.55,11.7,176.5,71.35,20,746.3203593,566.9241517,311.9101796,554.8153693,1435.533932,1770.827345,1742.209581,1973.834331,651.7884232,246.6027944,8454.624053,4031.03234
498883,1,280.98,64.48,139.56,76.95,20,757.6313329,586.8786559,332.3621544,556.8982739,1491.514823,1821.130853,1878.492249,2011.131932,660.5081509,256.2063689,8767.603535,4008.150253
498884,1,71.78,71.78,0,0,20,771.2912913,597.957958,336.4474474,567.1891892,1587.951952,1917.009009,1889.367367,2087.810811,705.6036036,272.6036036,9480.362386,5362.511476
498885,1,69.92,58.75,7.98,3.18,20,768.217,582.843,318.098,563.477,1508.146,1845.407,1825.861,2022.829,627.443,244.733,8157.194199,3630.529634
498886,4,259.85,33.83,226.02,0,20,736.0781726,521.2228426,278.5121827,437.815736,1054.277157,1321.915228,1274.584772,1454.390355,443.7873096,164.0700508,8638.474149,4375.010088
498887,1,191.55,191.55,0,0,20,777.7986042,608.2352941,341.6340977,587.6181456,1537.644068,1832.075773,1818.326022,2051.587238,750.33001,292.6819541,7805.378541,3916.930645
498888,1,173.08,1.59,0,171.49,20,773.7539526,605.5306324,359.520751,649.1156126,1987.16996,2526.13834,2575.266798,2806.787549,898.2282609,331.3231225,8242.504447,4139.695044
498889,1,195.16,0,191.37,3.79,20,739.9038076,542.7905812,301.3156313,513.1062124,1377.400802,1665.52505,1575.723447,1730.795591,547.5651303,204.7094188,9557.138365,3465.555975
498890,3,7.19,6.37,0.48,0.34,20,829.7111334,692.2407222,436.2517553,857.4112337,1874.396189,2195.441324,2222.695085,2472.735206,1219.681043,575.7442327,6390.59596,4555.684343
498891,3,23.4,21.24,0.47,1.69,20,813.1367265,700.2015968,456.1137725,852.9860279,1974.343313,2344.041916,2360.506986,2646.371257,1253.922156,573.7305389,5190.859494,2967.878481
498892,1,333.68,33.59,210.74,89.36,20,754.2296891,566.7021063,304.7241725,523.2597793,1441.106319,1772.590772,1834.462387,1972.121364,643.5476429,243.3801404,8657.048848,4271.379269
498898,1,224.87,33.73,34.04,157.1,20,766.0632411,587.4960474,327.9387352,600.2727273,1837.636364,2259.272727,2170.512846,2536.318182,912.5454545,338.9090909,7026.344262,4185.437579
498899,1,339.94,0,339.94,0,20,755.2821535,547.6091725,290.6829511,473.6939182,1299.866401,1662.550349,1660.328016,1867.655035,510.4825523,189.332004,8720.042929,4127.59596
498900,1,315.68,0,14.11,301.57,20,771.2771685,605.3010967,340.4137587,681.0468594,2144.34995,2649.275174,2416.559322,2910.07677,1085.773679,396.5314058,8119.665409,3876.362264
498901,1,462.58,0,462.58,0,20,753.514,541.176,299.776,451.952,1190.424,1473.322,1410.663,1581.618,463.08,166.22,9979.294192,4080.069444
498902,1,177.59,0,85.44,92.15,20,766.0188492,581.968254,323.6835317,558.735119,1678.818452,2137.760913,2173.573413,2395.454365,767.905754,285.1765873,8795.013802,4144.421581
498903,4,65.83,63.41,0,2.42,20,876.0497967,772.7881098,515.1397358,925.1946138,1915.677337,2241.32622,2192.814533,2480.298272,1389.923272,645.7835366,7718.117871,3661.685678
498904,4,52.2,43.81,0,8.39,20,819.7888325,684.2248731,421.2050761,765.4253807,1796.200508,2155.589848,2074.619797,2380.191878,1118.815228,486.086802,5755.747475,3457.058081
498905,1,188.98,0,7.15,181.83,20,774.9658635,611.6375502,329.6214859,610.0271084,1957.024096,2532.557229,2508.594378,2805.771084,948.1415663,352.9277108,7823.207858,3600.718631
498906,1,188.64,0,0,188.64,20,772.7342657,585.7682318,333.3866134,605.7202797,2147.34965,2843.71029,2897.798202,3142.405594,1001.000999,359.2737263,6781.29611,3653.202008
498907,1,267.35,0,0,267.35,20,781.8591409,594.4575425,338.6743257,622.0869131,2274.160839,3030.413586,2976.052947,3384.050949,1102.122877,400.2217782,5802.356511,2479.954488
498908,1,119.31,0,0,119.31,20,764.2507493,562.5054945,300.3696304,587.2927073,2089.781219,2741.928072,2324.281718,3072.795205,1052.378621,369.5854146,6087.920354,3037.771176
422701,1,136.65,55.11,30.99,50.55,20,763.613,593.048,329.385,580.425,1734.615,2160.764,2049.866,2322.029,777.881,293.498,9360.925222,4035.902408
422703,1,348.1,0,348.1,0,20,747.3496994,532.996994,296.9408818,449.6182365,1132.699399,1417.185371,1357.831663,1583.546092,508.1883768,196.2645291,13918.98108,4324.717528
422704,1,87.54,75.6,7.66,4.29,20,769.136,595.459,326.865,601.05,1388.517,1622.24,1491.063,1742.79,762.132,303.658,6112.313054,3320.489227
422705,1,217.35,39.16,148.81,29.38,20,770.75,575.533,308.012,529.564,1249.939,1477.894,1448.078,1592.19,601.298,252.482,8410.242967,4219.140665
422706,2,5.42,0,1.16,4.26,20,789.4696138,658.6248984,364.5560976,685,1907,2508,2667.981301,2655,1046,425,8874.533502,3689.322377
422713,1,179.06,110.53,13.03,55.5,20,792.0939061,646.0889111,376.0949051,695.8711289,1581.033966,1815.291708,1812.705295,1955.120879,854.9410589,352.0669331,7703.93426,3352.31732
422714,4,483.87,0,483.87,0,20,740.2572445,511.2272496,290.6588714,444.7503813,1075.724453,1287.496695,1165.320793,1370.540417,506.4900864,200.4956787,6849.059529,4235.277094
422715,1,225.54,0,148.82,76.71,20,753.0611836,561.2066199,309.8144433,540.2156469,1490.845537,1914.889669,1735.984955,2112.038114,705.1835507,260.8375125,6241.852459,2696.336696
422716,3,9.74,0,9.38,0.37,20,794.1362725,682.2645291,377.3757515,776.0521042,2107.1002,2645.270541,2577.720441,2943.673347,1079.59519,414.8617234,4971.40276,2753.72271
422717,1,243.25,0,174.61,68.64,20,767.6205179,574.252988,317.8585657,547.1772908,1526.936255,1924.293825,1944.547809,2133.303785,724.1553785,286.2778884,7968.102726,3953.643265
422738,1,54.41,3.66,50.75,0,20,780.6686567,634.8975124,339.560199,657.8109453,1849.6199,2287.60597,2267.102488,2566.110448,779.0985075,287.4358209,6222.085781,3017.003083
422739,1,158.05,152.11,5.94,0,20,783.1348651,617.9040959,360.1118881,631.3976024,1473.531469,1835.105894,1773.977023,1966.12987,849.5984016,359.0629371,8426.869908,3113.541393
422740,1,158.11,0,0,158.1,20,792.5744256,656.985015,361.5054945,735.013986,2775.394605,3430.44955,3685.02997,4010.505495,1276.04995,475.8151848,5947.517864,3520.75081
422741,2,19.23,0,17.96,1.27,20,781.2253965,633.6680561,352.4439813,650.4241562,2023.866917,2631.789142,2758.120577,2933.607564,927.4716348,332.6366409,6001.929114,2613.218987
422742,3,23.63,0,0.96,22.67,20,799.8588589,678.7577578,367.8428428,780.8468468,2481.174174,3046.159159,3158.369369,3438.696697,1274.876877,488.6696697,6339.448232,2719.900253
422743,3,29.32,0,3.83,25.49,20,782.6980198,652.0861386,349.7455446,783.2673267,2469.855446,3074.662376,2880.821782,3463.529703,1286.837624,487.8613861,6675.427307,3653.606827
422744,1,205.84,73.54,83.07,49.23,20,750.986014,555.3696304,305.8051948,506.4715285,1367.156843,1629.766234,1734.433566,1795.415584,571.6813187,211.6693307,8472.391372,4839.561146
422745,4,121.78,105.24,14.3,2.24,20,763.668357,558.7393509,329.7287018,514.3458418,1124.177485,1333.935091,1301.893509,1480.918864,661.2981744,287.2292089,7773.947236,4907.733668
422746,4,415.34,22.85,392.18,0.3,20,764.714939,553.6986789,317.8561992,536.9827236,1375.944106,1694.691057,1542.771341,1924.610264,826.7474593,343.2505081,9422.629397,3838.910804
422747,1,203.06,137.42,10.62,55.01,20,816.5200401,633.001002,422.740481,672.0380762,1618.946894,1998.943888,2064.868737,2197.013026,1053.043086,466.0350701,9672.293147,4748.002538
422748,1,124.36,0,31.75,92.61,20,802.0670611,630.3392505,421.0138067,718.7830375,1835.579882,2253.153846,2288.097633,2571.04142,1253.550296,531.2465483,9285.827411,4886.498731
422749,1,31.92,0,17.6,14.32,20,778.5493519,638.7008973,341.3499501,688.1934197,1950.65005,2401.917248,2441.855434,2659.161515,934.6101695,351.8733799,6653.652174,3043.820972
422808,1,511.85,0,511.85,0,20,735.9499499,529.4914915,292.7307307,442.7127127,1126.684685,1345.760761,1291.737738,1485.32032,465.1631632,184.2122122,7507.270799,4051.751477
422809,1,541.83,0,541.83,0,20,728.2352352,510.8418418,283.8388388,418.005005,1010.791792,1276.707708,1202.395395,1372.580581,439.7577578,174.8628629,8529.505076,4256.524112
422810,1,512.43,26.81,444.56,41.06,20,741.9969819,527.8158954,293.3299799,472.8470825,1191.642857,1460.027163,1320.250503,1544.634809,664.4074447,251.8782696,6134.401266,4261.558228
422811,1,335.68,0,332.87,2.81,20,741.5725726,525.3753754,288.038038,433.3623624,1080.747748,1258.737738,1371.465465,1416.91992,444.7337337,163.2422422,9154.780025,4795.945638
422812,1,484.78,0,480.56,4.22,20,746.028028,544.5985986,299.1191191,490.6136136,1236.468468,1477.424424,1471.941942,1674.512513,563.985986,223.953954,8591.11519,4421.226582
422813,1,160.42,0,153.12,7.3,20,767.016016,580.2982983,325.2162162,577.7837838,1547.221221,1917.058058,1984.233233,2089.239239,687.7077077,267.4104104,9373.991603,3538.803015
422837,3,3.94,0,3.28,0.66,20,849.3803804,731.3083083,501.9499499,975.8498498,2037.844845,2371.710711,2373.513514,2704.347347,1471.431431,680.0850851,5082.396966,2175.225032
422838,3,10.43,0,8.49,1.94,20,818.3313373,691.9830339,432.0918164,739.5469062,1944.301397,2318.353293,2601.747505,2622.37525,1174.187625,605.3692615,7982.11519,3470.325316
422839,1,263.4,0,258.48,4.92,20,747.7470356,547.3399209,328.7371542,509.3636364,1117.272727,1355.772727,1284.243083,1454.409091,549.2272727,232.2272727,10638.52963,4623.820933
422840,1,376.44,327.49,47.15,1.8,20,778.4248756,571.4845771,342.6845771,569.0577114,1312.155224,1530.877612,1377.937313,1712.333333,748.2378109,327.1233831,8451.121777,3238.163684
422859,1,240.86,0,240.86,0,20,745.479249,549.5296443,310.0217391,481.8320158,1201.606719,1491.225296,1446.365613,1673.100791,558.0118577,212.0454545,7140.539723,4346.003783
422860,1,305.4,0,305.4,0,20,743.0371113,532.2938816,294.1243731,475.6058175,1226.363089,1489.06319,1428.151454,1664.997994,499.8355065,174.2868606,8159.559645,4231.706853
422861,1,328.46,0,328.46,0,20,750.4564565,535.7917918,300.0890891,477.5385385,1213.515516,1502.448448,1417.880881,1625.8999,562.4294294,216.9319319,8426.290404,3976.805556
422862,1,292.85,0,292.85,0,20,741.866,534.586,288.896,457.85,1163.664,1423.53,1367.196,1552.088,484.318,181.142,9505.60533,5123.159898
422863,1,215.39,60.92,154.47,0,20,756.62,551.243,299.54,496.716,1254.576,1517.884,1515.531,1683.124,584.892,238.38,8055.352941,4288.795711
422864,1,209.85,170.44,0,39.41,20,769.6278607,598.8278607,330.6059701,550.8477612,1431.114428,1710.287562,1836.085572,1871.925373,636.7064677,252.6427861,8764.636595,4498.27446
422866,1,270.98,0,270.98,0,20,740.7657658,540.8108108,292.4644645,491.1891892,1189.780781,1453.861862,1425.672673,1567.993994,477.7857858,179.5185185,9564.451777,4544.854061
422867,2,40.78,40.78,0,0,20,782.5837563,623.2258883,350.6345178,640.8147208,1755.06599,2119.913706,2095.21066,2340.154822,826.2588832,337.1725888,7426.535806,4242.116368
483458,4,29.73,28.72,0,1.01,20,957.1077783,809.6939502,685.3202847,962.4138282,1642.232334,1926.88002,1899.912557,2125.640569,1981.085409,1176.554143,6892.30847,3661.850822
483459,2,45.51,45.51,0,0,20,800.9431367,656.9232651,370.9284622,697,1881,2316,2254.935799,2518,917,385,5720.484197,3622.158028
483460,4,54.09,54.09,0,0,20,927.0325534,790.8728383,672.3758901,942.0813835,1504.203967,1703.788911,1729.896236,1906.539674,1846.378942,1089.67294,9947.143939,4277.335859
483461,4,53.19,53.19,0,0,20,977.4486789,840.5182927,788.609248,994.2454268,1599.79878,1813.50813,1891.420732,2074.939024,1874.972561,1146.987805,9512.905492,4002.194125
483462,4,140.47,140.47,0,0,20,803.3851626,614.8643293,408.1839431,615.6580285,1224.210366,1432.590955,1458.689024,1633.955793,1000.731707,512.5752033,8258.4,3608.840252
483467,1,189.47,189.47,0,0,20,796.0793173,621.7680723,390.2148594,624.9257028,1501.620482,1774.319277,1736.971888,1989.26506,893.9658635,396.6626506,7363.896855,4882.928302
483781,1,215.78,0,215.78,0,20,746.5832502,548.334995,293.9920239,481.1575274,1243.10668,1581.674975,1501.898305,1722.057827,584.997009,216.3908275,8806.482368,4203.333753
483782,1,257.56,0,257.56,0,20,733.4251497,511.3642715,283.8792415,465.9530938,1176.826347,1453.066866,1322.831337,1611.47006,506.5928144,197.9660679,8559.46926,4604.287327
494107,1,184.38,68.37,0,116.01,20,755.3808574,552.6410768,315.5074776,532.7617149,1684.727817,2105.6999,2036.318046,2333.791625,921.7308076,335.6340977,7027.007595,3092.478481
494108,1,127.16,0,0.24,126.92,20,764.4925224,565.9351944,329.226321,555.7517448,1744.269192,2237.323031,2290.892323,2501.809571,1023.305085,385.1345962,5127.603774,4446.099371
494109,1,159.07,0,1.31,157.76,20,777.551,575.801,335.729,579.304,1782.122,2253.243,2386.898,2471.416,1006.292,371.495,6369.876883,2685.413793
494110,1,166.91,0,11.16,155.75,20,776.7244489,594.7014028,334.6513026,613.6262525,1931.849699,2461.277555,2516.91483,2815.408818,1103.928858,405.2184369,7448.45283,3701.256604
494111,1,198.51,0,8.63,189.88,20,766.4519038,577.8857715,334.6863727,638.0300601,1892.453908,2381.743487,2192.173347,2694.609218,1036.133267,384.4448898,5185.176396,3674.23731
494138,3,25.25,11.03,4.87,9.34,20,781.1546185,634.8514056,343.4337349,715.9528112,2337.236948,2937.631526,3042.529116,3366.223896,1199.196787,448.5682731,7463.612167,4357.18251
494141,3,12.26,7.8,2.85,1.61,20,797.598,661.258,360.891,762.432,2423.256,3115.184,3219.104,3463.688,1258.048,480.808,7024.08378,2922.152594
494142,3,17.95,4.36,5.84,7.75,20,783.8888889,634.032032,343.4904905,720.2912913,2299.908909,2921.016016,2895.61962,3227.192192,1145.149149,421.3493493,6699.941698,2557.285171
494143,3,20.23,3.56,8.13,8.55,20,793.0551102,652.9318637,346.3997996,720.6793587,2459.527054,3100.335671,3140.334669,3444.258517,1237.093186,453.0871743,6211.067839,2339.753769
494144,3,18.23,0.31,3.63,14.29,20,769.9724353,621.3949345,334.1782518,682,2117,2695,2580.847715,3044,1068,406,6121.736041,2796.719543
494337,3,19.92,12.77,1.93,5.22,20,796.3459621,648.5124626,356.4127617,723.2801595,2557.403789,3215.989033,3285.070788,3670.296112,1260.341974,472.890329,7281.766303,4355.379234
498502,1,306.2,245.12,11.13,49.95,20,794.3373373,633.5755756,369.004004,663.4164164,1582.214214,1844.65966,2010.208208,2053.861862,963.1501502,415.3173173,7603.56478,4388.904403
498503,1,209.61,132.46,40.51,36.64,20,782.4723866,622.6676529,377.4990138,617.5581854,1447.579882,1670.159763,1677.49211,1887.358974,897.8767258,392.7534517,9617.51201,4707.142857
498504,4,192.87,192.41,0.29,0.17,20,804.5632301,632.9751143,400.8537329,662.4062976,1460.34129,1748.65871,1705.680041,1936.03352,963.5688167,418.9674962,8329.42839,3765.059569
498508,4,230.35,229.83,0.2,0.31,20,807.3455657,626.4352701,409.4250765,648.9796126,1440.943935,1721.936799,1709.689602,1940.462793,1039.690112,473.8481142,7855.809594,4704.449729
498509,1,155.12,96.59,30.53,28.01,20,788.6766467,598.7275449,345.1237525,585.001996,1557.00998,1862.399202,1816.620758,2079.041916,890.0938124,358.0938124,9212.745524,5530.925831
498827,1,648.65,0,646.8,1.85,20,745.5584416,529.2607393,300.1758242,453.4145854,1249.101898,1588.65035,1578.174825,1799.837163,482.0799201,167.5914086,7181.838832,3746.082487
498828,1,125.17,0,0,125.16,20,793.2149254,613.3810945,337.640796,641.9462687,2211.820896,2882.478607,2907.032836,3193.739303,1168.503483,430.3711443,7788.747155,3271.594185
498829,1,513.61,0,510.62,2.98,20,735.1708292,514.1278721,291.034965,432.8701299,1058.32967,1335.278721,1266.552448,1417.376623,455.6043956,159.2427572,7485.907712,4461.275601
498830,1,584.36,534.69,12.18,37.48,20,772.9063745,575.7579681,324.4462151,530.5448207,1483.581673,1850.129482,1774.864542,2064.671315,818.2908367,327.2011952,7247.953165,4370.021519
498831,1,237.02,0,0.31,236.71,20,780.4804413,602.7221665,348.2447342,635.2788365,2125.358074,2739.844534,2739.076229,3075.865597,1124.779338,397.8645938,6029.824252,3371.412859
498837,1,72.91,0,19.5,53.42,20,785.4845464,639.6281157,347.666999,681.5363908,2044.944167,2535.852443,2783.214357,2835.013958,1003.390828,367.3509472,8388.363178,2954.471627
498838,1,92.55,0,2.83,89.72,20,762.8286853,602.2290837,339.1195219,642.9840637,2064.454183,2648.378486,2833.854582,2897.091633,927.3665339,335.2868526,6771.194659,3491.075558
498839,4,405.33,0,405.33,0,20,732.7352041,504.0826531,281.2321429,405.0306122,1009.261224,1270.828061,1247.179082,1381.179592,398.4071429,145.2020408,9083.388679,5285.477987
498840,1,181.72,51.43,68.02,62.28,20,761.7869347,594.7517588,323.4733668,576.6472362,1727.519598,2189.153769,2161.79397,2422.858291,788.2532663,290.0422111,6584.119497,3373.197484
498841,1,217.31,125.9,50.05,41.35,20,769.2212212,585.3643644,328.96997,567.5925926,1642.064064,2041.08008,2026.443443,2262.399399,713.9169169,270.01001,6895.042714,4002.763819
422662,1,309.6,0,309.6,0,20,770.945,560.492,322.736,511.475,1138.575,1341.125,1231.815,1397.75,582.125,246.075,5771.207547,2859.776101
422663,1,134.87,41.93,83.23,9.7,20,769.5680238,571.6375372,320.1142006,515.9553128,1269.655412,1529.815293,1459.346574,1683.443893,581.285998,231.1281033,8018.34981,4222.930292
422664,1,238.95,0,238.95,0,20,772.9371657,573.0673054,319.8554092,497.7750898,1221.434012,1469.997206,1372.943234,1585,536.7286228,214.0464671,6975.15404,3775.414141
422755,1,60.96,60.96,0,0,20,825.9536489,660.056213,414.8658777,705,1616,1938,1836.407298,2169,1120,502,6827.25158,4264.217446
422756,1,87.34,87.34,0,0,20,815.0140281,659.748497,413.3517034,682.1913828,1669.453908,1996.382766,1943.583166,2196.943888,1005.594188,435.0791583,7660.212579,3318.285535
422757,1,204.15,0,204.15,0,20,750.9589178,544.9328657,308.012024,459.6152305,1126.153307,1462.125251,1452.066132,1559.507014,454.5891784,183.4078156,10498.53866,4980.449937
422758,1,316.15,0,316.15,0,20,758.4182548,534.4132397,305.3901705,446.1243731,1149.068205,1383.885657,1383.512538,1571.293882,459.0130391,190.6850552,9263.641058,4667.302267
422759,1,145.33,124.39,20.94,0,20,786.5872383,635.8075773,370.3060818,618.2103689,1543.809571,1840.385842,1874.790628,2027.600199,788.1655035,315.5862413,7828.188917,4517.241814
422760,1,58.68,58.68,0,0,20,819.6334661,659.2390438,420.0916335,736.4322709,1638.886454,1902.249004,1837.747012,2155.994024,1133.557769,500.2729084,6810.653895,3061.846743
