sampleplotid,sampleplottype,volume,pinevol,sprucevol,decidvol,rad,blue,green,red,re1,re2,re3,nir,nirnarrow,swir1,swir2,hh,hv
422761,1,155.49,0,143.24,12.25,20,756.1693227,549.4611554,314.1782869,473.4820717,1160.804781,1445.64741,1440.744024,1598.422311,483.5976096,186.1832669,8549.745703,4714.435187
422762,4,187.51,145.24,41.26,1.01,20,799.385159,617.9606259,361.9217567,596.385159,1387.130237,1644.549722,1651.54316,1824.866734,729.2781424,314.9439677,8254.758553,4668.565385
422763,4,165.89,138.42,27.47,0,20,792.3839104,623.2805499,367.2316701,628.5320774,1528.033605,1845.767821,1736.000509,1994.788697,873.1232179,356.7484725,7972.839037,4326.201521
422764,4,76.39,72.88,3.51,0,20,835.8341811,703.017294,447.4338759,786.7685656,1768.840285,2101.389624,2023.442014,2338.090031,1187.856053,521.6749746,6698.460177,4638.2933
422765,1,150.08,115.56,33.75,0.77,20,776.8631369,605.2737263,349.7392607,563.045954,1495.96004,1767.521479,1721.34965,1927.854146,683.0749251,283.2527473,8873.761364,4068.765152
422766,1,134.28,77.03,24.29,32.96,20,784.2745491,605.8016032,356.7875752,604.012024,1747.926854,2148.092184,2118.154309,2336.951904,803.3336673,318.1422846,8579.071698,4591.159748
422767,1,111.99,104.43,7.56,0,20,792.3064677,639.9920398,371.4507463,643.8059701,1695.567164,2068.950249,1986.480597,2232.895522,871.9800995,341.2338308,6872.491139,4777.913924
422800,4,295.89,0,246.11,49.78,20,755.48583,545.1062753,311.9215587,495.645749,1375.213057,1726.022773,1561.146255,1912.376012,665.2808704,251.145749,8011.390921,4442.161412
422801,1,173.52,56.36,6.29,110.87,20,791.6066066,609.7177177,353.7587588,622.958959,1948.116116,2452.626627,2400.83984,2719.08008,952.6636637,380.4284284,7956.204804,3343.872314
422802,4,387.24,0,385.79,1.46,20,768.7766497,554.8279188,313.6497462,489.051269,1292.304569,1547.178173,1565.440102,1805.371066,574.7614213,229.7101523,5916.580544,3016.43781
422803,4,259.6,136.7,122.9,0,20,770.2718987,568.4891139,330.3716456,496.3367089,1196.552405,1479.836456,1381.543291,1618.353924,572.7751899,234.8977215,7741.202477,3482.887238
422826,1,274.63,123.17,151.46,0,20,771.2062062,567.1621622,343.0950951,485.4314314,1059.42042,1232.199199,1265.119119,1365.314314,674.8318318,331.3443443,7634.226986,3499.651955
422827,1,438.78,0,344.02,94.76,20,760.7370518,543.8047809,313.2101594,452.8525896,1105.005976,1350.35259,1239.048805,1438.018924,464.7330677,182.7430279,7940.160305,3799.834606
422828,1,271.78,25.24,209.36,37.19,20,769.6746747,568.02002,327.4314314,498.8128128,1187.824825,1474.379379,1464.394394,1633.484484,513.0540541,188.1741742,6107.054499,4088.054499
422829,1,53.77,3.58,29.18,21.01,20,783.3649053,634.0159521,369.3798604,677.7098704,1887.99003,2389.772682,2287.753739,2616.559322,907.7407777,343.6470588,7886.070088,3446.962781
422830,1,142.93,142.93,0,0,20,817.4274274,655.3883884,430.3793794,667.2922923,1514.268268,1815.178178,1730.422422,2004.418418,940.8398398,426.5335335,8125.365239,4271.663728
422833,1,40.01,15.65,9.47,14.9,20,796.001001,648.6936937,373.4144144,674.7177177,1887.582583,2180.258258,2124.359359,2525.472472,972.962963,398.2882883,7756.179708,4561.613575
422834,1,141.47,0,141.47,0,20,770.448654,572.0468594,329.1445663,529.1605184,1328.821535,1605.236291,1535.666002,1849.75673,618.7547358,253.4247258,11048.63165,5521.624051
422835,3,6.17,0.15,5.77,0.25,20,837.1701558,791.667479,485.4607671,1041.925849,2470.674311,2968.95821,2871.027167,3274.245386,1387.590332,577.8193368,5222.439276,2580.820811
422836,1,332.66,180.63,124.58,27.45,20,750.2633136,529.8786982,292.091716,438.3865878,1059.162722,1215.174556,1080.172584,1307.427022,484.8530572,205.1499014,9653.855827,4159.115935
449859,3,5.83,0,5.42,0.41,20,848.8254438,798.0069034,489.9575937,1066.560158,2523.991124,2957.723866,2920.00789,3339.954635,1456.446746,621.8846154,5558.114692,2499.004857
498507,4,50.15,50.15,0,0,20,828.230066,677.190452,425.9913662,728.2351447,1642.046724,1930.908583,1911.901473,2129.470289,1104.67293,488.8445912,5650.910692,2621
498511,1,33.36,33.36,0,0,20,834.467,683.746,479.234,800.196,1688.976,1982.918,1977.787,2200.66,1185.034,560,6459.41206,2738.531407
498817,4,40.91,9.18,10.01,21.72,20,796.6282961,652.4563895,381.2008114,677.6845842,1998.532454,2474.68712,2469.685091,2691.276369,940.3240365,364.137931,9881.842767,4658.379874
498818,2,16.57,16.26,0.31,0,20,817.7979798,683.1590909,413.6338384,777.1010101,1955.020202,2298.121212,2309.659091,2520.363636,1008.272727,438.8686869,5546.399494,3049.460177
498820,1,50.13,11.99,21.64,16.5,20,807.004,640.762,379.363,695.004,1745.032,2142.676,2044.464,2392.07,865.104,360.92,8952.935849,3187.944654
422794,1,261.51,0,238.16,23.35,20,790.5762712,620.1784646,351.6370887,674.5483549,1911.278166,2351.941176,2152.961117,2513.500499,874.9740778,368.7407777,9210.026349,3763.603513
422795,1,215.09,44.18,170.91,0,20,775.5356068,576.6860582,332.9518556,515.7201605,1305.514544,1575.940822,1527.023069,1826.956871,584.9067202,240.8445336,7622.145546,4579.194479
422796,1,365.99,0,364.21,1.78,20,763.8714859,570.1084337,324.2138554,501.0682731,1313.579317,1585.823293,1496.678715,1729.419679,589.0773092,233.1204819,9965.854798,5508.977273
422797,1,236.81,0,236.81,0,20,762.2962963,572.8368368,319.2932933,466.4324324,1054.346346,1299.087087,1229.131131,1438.484484,449.5685686,192.1661662,7194.573791,3842.633588
422798,1,542.49,0,518.37,24.13,20,763.029615,551.2033564,306.4234946,468.745311,1163.009872,1385.685094,1301.652517,1515.446199,482.6663376,202.3099704,9298.736111,3451.090909
422822,2,39.67,0,33.39,6.29,20,802.5663104,696.9387277,384.2537405,730.4388804,2135.052112,2634.941883,2714.963461,2911.168346,901.8837659,357.1162341,6493.416456,4346.698734
422823,1,195.19,0,195.19,0,20,768.1186441,552.7088734,315.8683948,469.7417747,1298.938185,1570.034895,1482.005982,1798.986042,580.8295115,245.3030907,5994.580802,3219.013901
422824,1,210.37,0,210.37,0,20,774.7207207,589.7947948,332.2742743,524.2192192,1379.046046,1629.219219,1555.329329,1865.540541,655.2292292,262.2242242,8013.674242,3988.395202
422825,1,117.31,0,116.27,1.04,20,774.1071071,610.025025,330.3033033,616.6946947,1571.419419,1900.46046,1702.457457,2101.867868,618.5275275,244.1951952,7993.949431,3926.611884
422831,1,242.42,165.24,26.78,50.4,20,778.309,591.21,356.572,549.23,1557.567,1853.695,1831.265,2077.785,759.04,319.73,5771.657431,4058.100756
422832,4,587.26,0,587.26,0,20,757.5209702,534.5871652,307.2698332,443.634664,1045.122789,1284.715513,1237.771602,1399.739262,420.4451743,176.8160687,10420.51008,5037.534005
422887,1,123.1,123.1,0,0,20,813.2689243,626.0358566,372.0189243,613.1115538,1575.90239,1915.500996,1768.599602,2081.799801,743.6673307,298.8854582,6973.711757,3852.352718
422888,1,106.18,106.18,0,0,20,831.7817818,661.7517518,422.7017017,672.0840841,1486.938939,1763.017017,1769.316316,1899.305305,850.6086086,366.7897898,6315.788608,3256.864557
422889,4,266.43,263.38,2.59,0.46,20,808.1326894,627.3146924,373.6182003,595.1276055,1437.207422,1698.685308,1668.117438,1873.184037,772.6263345,318.6095577,6763.43199,3276.916877
422890,4,160.59,153.57,4.34,2.67,20,805.2327935,620.3178138,359.0242915,559.8446356,1363.2333,1643.101215,1527.71913,1781.795547,712.7444332,294.208502,6979.968514,3634.212846
422932,1,141.98,0,141.98,0,20,759.7965932,560.2895792,311.239479,482.6653307,1278.1002,1542.126253,1504.47996,1684.164329,481.6973948,188.9338677,10634.30357,3861.767857
422976,1,41.36,0.21,30.03,11.12,20,791.5423729,639.7627119,378.4187438,645.4765703,1627.579262,2035.683948,1845.729811,2242.27318,820.8644068,315.1824526,6661.688917,3788.154912
422977,1,327.78,2,325.78,0,20,768.7851406,555.5592369,312.1726908,496.2720884,1272.34739,1549.51506,1391.259036,1699.52008,559.0110442,225.8463855,7713.571429,5089.922882
422978,1,413.81,0,413.81,0,20,758.02002,550.3973974,313.2122122,481.3893894,1229.795796,1487.423423,1387.941942,1633.477477,542.1551552,215.2102102,6405.178255,3688.762326
422979,1,34.2,0,7.17,27.03,20,844.4790419,734.0299401,532.9491018,868.5329341,1948.287425,2327.417166,2340.625749,2665.51497,1264.89022,573.7904192,6408.706918,3935.018868
422980,3,0,0,0,0,20,865.0099701,822.6321037,511.8723829,1027.254237,2585.526421,3113.269192,3207.744766,3569.675972,1707.992024,743.4646062,4685.929293,2693.272727
422981,1,195.94,41.05,77.02,77.87,20,793.8820148,626.0524068,368.1878343,690.5818632,1742.399417,2105.969506,1977.047098,2379.456015,1153.109084,500.2762433,7363.499366,3515.091255
422990,1,388.32,0,388.32,0,20,764.7397807,555.9192423,318.8624128,501.5802592,1180.79661,1465.71984,1482.295115,1534.453639,514.1605184,221.0628116,6782.181132,1336.29434
422991,4,114.07,106.36,0.69,7.03,20,826.7304965,675.5385005,430.3409321,705.6296859,1645.487842,1926.293313,1939.330294,2112.108916,972.0962513,436.1094225,7247.643489,3905.149178
422992,1,500.68,0,500.68,0,20,763.6018054,553.221665,323.0692076,468.6880642,1170.168506,1428.041123,1403.766299,1618.780341,562.6900702,220.7151454,8325.671699,4596.675082
422993,1,239.26,109.17,86.34,43.76,20,791.2392822,606.4297109,360.0189432,582.449651,1728.241276,2143.370887,2116.807577,2373.176471,768.5214357,315.8165503,7810.354717,5118.51195
423037,1,177.26,37.21,30.8,109.25,20,797.129,621.023,351.627,626.228,1742.872,2147.676,2184.496,2362.676,814.276,314.444,7566.429658,3818.301648
423038,1,62.7,0,1.16,61.54,20,810.8188188,656.995996,390.7707708,717.4384384,2254.552553,2771.126126,3002.481481,3168.554555,1169.72973,448.4614615,5593.427673,2973.367296
423039,1,115.79,0,28.88,86.9,20,788.6338308,613.7950249,340.1134328,585.1363184,1803.072637,2215.042786,2241.39204,2488.500498,793.9004975,296.0825871,6745.06801,4667.103275
423040,1,188.15,0,50.83,137.32,20,784.437751,617.0933735,341.2028112,558.0341365,1712.927711,2145.048193,2440.130522,2417.817269,820.497992,312.6787149,8069.731305,3754.669202
423041,1,128.73,71.88,11.92,44.93,20,811.173,659.593,449.377,683.091,1682.377,2080.132,2084.177,2315.283,809.873,320.174,5923.669182,4043.828931
423100,4,288.42,60.63,215.24,12.55,20,777.8946302,567.4655522,336.7725431,507.3348531,1339.316109,1668.112969,1638.347518,1799.026849,628.8039514,263.4017224,8299.146835,3778.177215
423101,1,218.12,0,177.29,40.83,20,762.6376376,571.7017017,322.8978979,503.6246246,1328.477477,1623.268268,1622.006006,1783.756757,568.8668669,226.8158158,8753.829599,4167.21132
423102,1,176.21,0,15.91,160.29,20,768.574,576.546,325.791,507.575,1534.55,1843.95,1899.071,2103.525,748.275,308.875,8760.698734,4122.051899
423103,1,61.73,0,61.41,0.32,20,792.227,619.439,345.029,631.855,2025.776,2747.437,2575.715,3142.087,937.372,347.234,6865.708701,3934.993695
423104,1,210.51,84.91,118.13,7.47,20,772.3654618,560.9889558,321.5532129,471.9819277,1077.716867,1318.714859,1381.361446,1447.327309,512.0180723,215.4096386,9124.024051,3966.377215
423105,3,18.88,9.03,0.72,9.13,20,848.752988,705.002988,471.5498008,775.1982072,1618.628486,1927.208167,1837.84761,2065.65239,989.3625498,442.5846614,7141.688937,3689.281346
423106,1,17.84,17.84,0,0,20,806.0830831,650.1601602,379.9389389,685.7097097,1863.702703,2272.326326,2232.780781,2490.592593,896.4554555,374.976977,7584.53934,3227.567259
423107,2,23.16,22.13,1.03,0,20,818.0472072,693.2639129,420.858073,806.0587038,1957.077831,2365.785634,2325.749924,2611.177231,1092.378472,474.4251704,6822.649433,3493.96343
423108,3,16.58,7.87,1.67,7.03,20,837.5499002,703.9870259,452.505988,800.4670659,1973.850299,2384.469062,2318.366267,2631.612774,1118.289421,482.0958084,7384.822642,2962.969811
423131,1,176.93,11.99,115.68,49.25,20,788.9192234,559.5376718,320.3083253,499.417945,1300.552333,1552.626957,1469.834931,1713.776206,594.4328859,253.0149409,8685.066667,3886.186164
423132,1,261.15,126.88,86.98,47.29,20,798.2712032,631.3954635,372.7988166,621.6745562,1520.666667,1818.145957,1787.876726,1976.314596,748.647929,323.7820513,7823.959748,5330.383648
423133,4,245.33,221.52,9.96,13.86,20,793.1405295,602.2306517,354.8645621,578.0361507,1331.412424,1575.01222,1520.50611,1784.572301,759.6670061,309.3279022,8872.061869,4114.72096
423134,1,207.44,207.44,0,0,20,788.6643287,613.0631263,361.9789579,579.4509018,1425.753507,1679.326653,1689.026052,1868.320641,744.3166333,298.1643287,7980.490566,5150.818868
423135,1,155.9,100.15,19.71,36.05,20,779.4234234,586.0980981,335.991992,566.8218218,1583.884885,1949.408408,1897.351351,2148.365365,768.7277277,308.7037037,8281.466583,4162.412358
423136,1,140.1,40.82,98.13,1.15,20,785.5359281,600.4331337,378.8243513,564.7025948,1284.640719,1596.148703,1525.41018,1804.52994,778.756487,347.3483034,9285.991139,3843.640506
423137,3,35.33,9.07,7.97,18.29,20,801.2657343,652.5504496,375.5014985,710.3076923,2096.230769,2537.230769,2528.035964,2748.538462,1022.615385,396.1538462,6648.689873,3152.937975
423138,1,136.03,118.88,11.51,5.64,20,797.561753,605.2370518,377.9482072,619.7181275,1309.111554,1596.968127,1490.644422,1680.988048,800.000996,410.8266932,5833.227673,3590.407547
423271,1,464.39,0,58.79,405.6,20,773.5215215,572.953954,324.7787788,542.1651652,1914.612613,2651.281281,2204.082082,2806.374374,934.5975976,325.5915916,8477.699362,3963.37853
423272,1,257.69,0,7,250.7,20,804.7310757,641.4183267,368.5179283,644.9521912,2074.051793,2597.482072,2808.749004,3026.85259,1051.888446,392.6374502,7714.813924,3404.644304
423273,1,380.14,61.19,315.09,3.86,20,778.9872568,566.1800423,328.9626094,507,1350,1621,1453.503615,1786,589,217,9090.741117,5064.961929
423274,1,658.95,247.76,373.47,37.73,20,778.5499002,572.1916168,342.1147705,552.6487026,1470.575848,1891.917166,1532.482036,2031.068862,779.4381238,328.2924152,7065.486759,3976.244641
423275,1,178.78,0,2.88,175.9,20,793.2713738,623.5399537,339.5220723,599.4715814,2036.441007,2580.228387,2709.942005,2952.160134,1063.033248,408.6951784,5896.010063,3005.267925
489863,1,375.19,0,365.42,9.76,20,777.7625251,569.5841683,327.002004,508.4348697,1346.355711,1611.582164,1516.753507,1788.485972,631.9559118,248.9128257,9457.224637,4298.233584
489864,1,277.49,63.6,213.89,0,20,771.3519442,561.0179462,315.1196411,470.222333,1190.792622,1494.861416,1444.341974,1621.43669,473.8474576,184.5363908,8339.253165,4245.270886
489865,1,291.5,0,291.5,0,20,757.2749004,550.8675299,304.8974104,451.1025896,1157.096614,1458.140438,1349.940239,1614.777888,465.5229084,181.1145418,9773.819216,4002.097345
489866,1,230.96,230.96,0,0,20,797.3356713,599.2144289,359.5951904,544.9378758,1448.430862,1801.495992,1795.760521,1966.903808,640.742485,264.5901804,7963.507595,4439.859494
489867,1,243.06,242.48,0.58,0,20,800.3853854,609.3203203,358.8148148,548.4974975,1528.660661,1871.937938,1865.028028,2043.543544,678.2522523,270.6606607,8766.420126,4778.974843
489868,1,214.55,196.53,18.02,0,20,791.7211155,593.6683267,346.3595618,574.2948207,1573.651394,1921.937251,1809.60259,2069.215139,727.5189243,294.4741036,7752.503129,3979.917397
489869,1,307.54,307.54,0,0,20,799.8727455,602.4098196,348.7054108,541.1583166,1522.908818,1909.101202,1850.390782,2078.746493,648.0791583,253.2134269,8226.050378,4587.632242
490187,1,147.2,146.4,0,0.79,20,790.8362919,606.1084813,352.5364892,556.3254438,1540.775148,1887.952663,1830.666667,2093.502959,690.3491124,271.3372781,7914.81519,3811.43038
490188,1,218.78,180.13,36.21,2.44,20,776.8875622,580.9432836,338.8049751,539.6059701,1493.566169,1884.761194,1733.038806,2066.092537,649.9402985,249.4039801,9197.679319,3907.296826
490189,1,233.84,231.9,1.94,0,20,780.8466934,582.6132265,333.4388778,528.2865731,1405.471944,1713.329659,1652.42485,1863.299599,644.0531062,251.1102204,8092.884224,4469.790076
490190,1,249.64,241.86,3.28,4.51,20,798.1314741,610.8555777,355.3047809,575.4452191,1511.334661,1817.684263,1796.859562,1997.965139,701.4601594,280.6623506,7907.930468,4849.002528
490191,1,234.67,234.67,0,0,20,790.0591182,606.9288577,360.2795591,555.9398798,1464.45491,1772.720441,1763.577154,1947.298597,665.2044088,268.2224449,9860.82048,5219.801517
490192,1,328.96,67.39,260.46,1.1,20,791.7664671,590.3522954,349.5409182,571.9411178,1284.153693,1509.177645,1393.433134,1635.421158,685.5568862,302.757485,6522.002532,3969.621519
493059,1,174.08,0,0,174.08,20,790.55334,591.0907278,352.3659023,565.1834497,1757.774676,2458.518445,2384.478564,2777.250249,1042.33001,406.3539382,4836.468948,3032.544994
493060,1,140.41,0,0,140.41,20,812.6493506,641.7372627,376.8511489,723.9360639,2531.461538,3540.791209,3392.947053,3894.48951,1426.005994,522.2277722,5310.462312,2280.224874
493061,1,149.5,0,0,149.5,20,793.3565737,597.3655378,353.6205179,581.4820717,1945.119522,2661.707171,2580.330677,2857.233068,1057.828685,382.6573705,4763.680152,2905.697851
493062,1,180.2,0,0,180.2,20,819.5114885,652.6243756,393.3736264,722.4135864,2639.99001,3535.55045,3469.17982,3961.272727,1397.642358,524.1518482,6185.347222,3058.449495
493063,1,130.54,0,0,130.54,20,793.413,604.631,355.815,598.748,1962.481,2573.131,2591.021,2842.498,1121.153,414.659,6559.309291,3239.352182
493064,2,14.82,0,0,14.82,20,799.1218991,648.3555307,367.0093534,634.1861529,2081.636234,2691.537109,2771.453538,3053.461366,863.5701505,332.4882066,5623.514465,3538.285535
493065,2,37.98,0,0,37.98,20,796.9846939,612.5918367,342.7397959,613.7908163,2057.770408,2653.153061,2537.464286,2973.795918,939.2244898,339.2040816,4798.324495,1730.641414
493066,2,27.14,0,0,27.14,20,792.3299704,619.4358504,347.8448996,624.3521859,2183.673698,2841.145419,2771.227046,3169.51656,987.4517477,357.6246815,6044.489848,2568.571066
493067,2,41.62,0,0,41.62,20,780.6155021,610.5253616,356.5858627,619.114891,2076.956407,2716.990629,2709.447749,2947.478101,903.723569,331.4440823,5497.159414,2634.445893
493068,2,44.23,0,0,44.23,20,787.0974359,609.6461538,348.3179487,633,2260,2998,2912.276923,3295,1017,371,5047.993703,2323.094458
493070,1,129.36,0,127.07,2.28,20,770.7044776,594.3631841,332.4776119,570.7223881,1635.187065,2097.084577,1928.090547,2279.656716,603.9393035,228.0029851,7718.374324,5107.310589
493071,1,147.87,0,147.87,0,20,780.247495,608.503006,340.1573146,606.995992,1662.392786,2139.91984,2105.46493,2375.563126,582.4609218,209.5250501,7566.569054,5607.680307
493074,1,48.02,0,39.65,8.37,20,792.9029029,639.5325325,357.6406406,663.1981982,1873.489489,2364.114114,2368.158158,2586.029029,772.3073073,313.3503504,7667.408355,3914.512088
493075,1,89.51,1.56,82.51,5.45,20,782.6216216,620.4954955,348.5715716,738.7097097,1797.762763,2247.715716,2215.335335,2451.954955,877.3703704,515.4144144,8680.930203,4042.59264
493076,1,103.93,5.56,91.25,7.11,20,786.3903904,612.1331331,338.5295295,614,1774,2228,2217.623624,2448,648,255,10038.28406,4042.27612
493077,1,79,1.22,76.45,1.32,20,796.6663337,628.5814186,347.3046953,638.1308691,1871.925075,2318.774226,2312.568432,2599.566434,766.6843157,348.4675325,7801.098985,3397.876904
493078,1,90.15,0,90.15,0,20,794.377,626.336,357.777,608.293,1762.371,2189.629,2240.01,2470.607,721.66,296.295,10531.60077,5674.904337
493079,1,91.79,0,91.79,0,20,779.4659319,610.4048096,352.504008,637.8907816,1938.473948,2393.42986,2254.407816,2630.704409,829.8256513,334.7144289,9910.692893,5421.058376
493080,1,76.42,0,76.42,0,20,781.7633136,600.2110454,336.6863905,561.699211,1586.412229,1971.859961,1890.86785,2233.344181,608.1577909,238.7278107,8933.171069,4586.391195
493081,1,76.16,0,75.27,0.88,20,775.9388778,606.0921844,336.498998,604.2805611,1703.771543,2088.643287,2047.665331,2380.703407,703.004008,292.8597194,8252.047439,5176.282661
493082,1,102.82,0,73.27,29.55,20,803.8228856,649.9900498,374.440796,673.0726368,1946.20796,2473.970149,2358.80995,2730.674627,949.1154229,407.5004975,9260.816688,4304.609355
493083,1,189.63,0,159.26,30.37,20,775.3289237,569.4222453,315.229807,509.0180249,1541.45278,1922.111906,1766.330962,2176.376364,675.4568163,263.5450621,6250.287706,3215.064639
493084,1,145.61,0,91.44,54.16,20,792.8538539,599.4954955,346.5205205,554.6086086,1547.996997,1988.652653,1943.492492,2250.694695,777.2452452,328.7767768,7452.575258,4246.867692
493085,1,122.8,9.09,84.72,28.99,20,785.5555556,579.5955956,320.4104104,513.2552553,1398.585586,1810.516517,1838.064064,2000.3003,672.7657658,272.3423423,7652.328715,4010.866499
493086,1,203.78,0,179.01,24.76,20,784.7317317,583.7137137,336.025025,552.8738739,1505.648649,1789.16016,1666.801802,2024.505506,768.2142142,317.1751752,9767.442623,3914.65826
493087,1,156.71,0,156.71,0,20,768.4695305,556.5074925,301.6713287,480.023976,1197.21978,1492.391608,1376.472527,1630.969031,607.6113886,237.4535465,8972.219265,3925.385298
493088,4,201.1,0,201.1,0,20,783.123108,568.6962664,325.7537841,483.9959637,1139.275479,1417.184662,1436.072654,1546.760848,606.2058527,257.6165489,5787.953105,3251.318124
493377,4,193.36,0,193.36,0,20,779.4329268,584.5833333,328.0045732,527.4507114,1380.721545,1706.933435,1690.080793,1824.212907,716.0564024,310.4578252,7738.47733,3984.54534
493378,4,278.04,0,278.04,0,20,770.1208735,556.5012697,307.8303707,451.4911122,1123.037075,1371.094972,1373.564754,1543.073641,517.5850686,218.6399187,7165.08575,3909.349306
493379,4,251.14,27.26,208.28,15.6,20,780.6175724,560.9649568,314.0416455,487.5180295,1306.663281,1608.083291,1481.856272,1836.11224,668.1401727,278.9964449,8518.976816,4760.277246
493380,4,260.3,6.08,254.23,0,20,767.6732724,550.8927846,312.8221545,459.6544715,1121.489837,1384.036585,1366.69563,1516.86687,513.7281504,205.574187,8166.602273,4365.579545
493381,1,288.96,274.43,1.35,13.18,20,803.4309665,608.6469428,356,557.6923077,1626.023669,2051.508876,1946.658777,2218.863905,769.4556213,307.4378698,7301.007643,4203.630573
493382,1,219.74,128.67,4.11,86.96,20,777.3113113,604.8048048,355.7077077,575.5965966,1711.556557,2114.472472,2122.842843,2348.498498,822.4634635,315.8928929,6881.085242,4031.30916
493383,1,228.47,196.02,2.25,30.21,20,808.8197211,634.9033865,365.8984064,623.2360558,1821.089641,2259.197211,2263.170319,2474.355578,872.3685259,353.8675299,6605.247765,3979.100894
493384,1,179.78,34.36,3.45,141.97,20,790.50499,591.8183633,350.3083832,572.9550898,1727.88024,2083.131737,2126.404192,2322.221557,813.5299401,316.0538922,8200.900253,4096.433081
493385,1,281.57,175.42,0.93,105.22,20,791.21,605.664,360.48,606.418,1832.622,2295.128,2190.63,2563.306,907.422,351.658,7348.219975,4339.265487
493391,1,248.9,0,25.94,222.96,20,784.667,578.479,333.624,527.225,1549.4,1982.75,2014.798,2097.725,828.475,332.2,5824.612231,3776.954157
493392,1,307.99,0,35.34,272.65,20,794.0793173,608.7620482,357.375502,587.8253012,1841.605422,2339.840361,2360.25,2548.521084,879.5421687,339.6174699,7140.237009,3699.292776
493393,1,292.92,0,39.14,253.78,20,772.641,573.098,336.284,566.855,1884.57,2344.79,2262.068,2637.605,926.27,336.675,6038.78129,3610.582807
493394,1,290.59,0,2.15,288.43,20,787.2577114,598.3104478,353.3452736,611.7522388,2062.477612,2659.776119,2615.727363,2987.495522,1056.707463,384.1044776,7525.254476,4293.611253
493395,1,349.72,0,32.77,316.95,20,793.3603604,618.0670671,360.7307307,599.6156156,1923.255255,2450.075075,2510.354354,2733.588589,995.2882883,379.8698699,5830.040252,4271.607547
493396,1,151.59,0,0.37,151.21,20,791.6045817,607.7260956,349.7250996,589.5756972,1871.625498,2341.934263,2412.130478,2595.210159,1003.899402,374.3247012,9824.146985,3862.483668
493397,1,143.95,0,19.06,124.89,20,782.5275275,593.6786787,340.037037,589.4394394,1926.272272,2411.193193,2380.75976,2624.551552,1049.755756,384.958959,7312.885246,3016.148802
493398,1,183.16,0,14.1,169.07,20,778.4669339,578.0931864,330.4018036,594.6773547,2028.051102,2555.05511,2353.776553,2859.718437,1013.306613,376.9388778,7664.345178,4322.168782
493399,1,241.92,0,1.81,240.11,20,779.6153846,590.2887113,339.2037962,600,1987.703297,2627.252747,2482.434565,2890.175824,1102.065934,408.3846154,7174.865992,3339.628319
493400,1,104.5,0,0.65,103.85,20,792.684739,601.3162651,349.1837349,603.0120482,1943.246988,2494.849398,2528.086345,2828.138554,1123.620482,404.813253,6888.635101,3425.058081
493401,1,207.65,196.06,0,11.58,20,791.038961,606.2347652,361.4655345,575.1288711,1525.974026,1792.304695,1829.861139,1987.177822,751.3636364,311.1748252,8660.358586,4284.981061
493402,1,194.33,194.33,0,0,20,794.761523,623.3106212,368.1803607,602.1603206,1482.651303,1803.462926,1748.092184,1907.847695,804.3266533,342.3106212,8370.481223,4136.133262
493403,1,180.86,180.19,0.66,0,20,794.2871486,623.3825301,374.3875502,599.37249,1426.230924,1719.833333,1632.297189,1882.063253,750.0110442,318.0351406,9198.361006,3844.784906
493404,1,176.82,176.82,0,0,20,798.9470529,602.7052947,370.3096903,572.1898102,1383.404595,1665.200799,1569.806194,1769.025974,728.1578422,313.1788212,9521.788146,4193.70744
493405,1,238.83,238.83,0,0,20,782.99,587.873,351.937,548.536,1421.44,1679.76,1538.375,1836.504,712.24,304.384,9316.958228,3714.274684
493406,1,301.25,0,301.25,0,20,757.5300601,554.7895792,315.8817635,480.6673347,1340.556112,1675.646293,1612.291583,1912.508016,599.3787575,233.2144289,6061.585025,3188.536802
493407,1,392.34,0,392.34,0,20,764.9369369,543.7607608,304.6656657,456.3513514,1283.783784,1687.486486,1482.955956,1843.594595,590.7747748,221.6576577,5132.340076,3220.725664
493408,1,311.52,61.81,249.71,0,20,779.0970971,580.2412412,321.1211211,560.0890891,1791.228228,2215.507508,1852.667668,2391.93994,724.8458458,269.3003003,8979.777497,4071.941846
493697,1,299.48,18.73,279.43,1.33,20,773.1193581,559.8776329,322.7943831,495.5977934,1337.636911,1686.797392,1640.893681,1939.599799,594.9147442,229.8465396,6723.389937,3361.563522
494133,2,28.5,0,28.5,0,20,795.8215485,624.4312748,337.1331773,614,1961,2491,2455.329433,2786,705,254,5100.013889,3232.856061
494134,2,36.33,0,36.33,0,20,794.9285714,618.1071429,338.75,588.6938776,1676.510204,2120.734694,2047.096939,2347.061224,653.1734694,244.9183673,4148.783544,2572.067089
494135,2,56.78,0,56.78,0,20,787.6956522,623.8721228,329.1304348,568.488491,1732.964194,2257.488491,2319.452685,2519.398977,574.9386189,208.0102302,5102.705063,3010.297468
494136,2,53.05,0,53.05,0,20,801.3997559,628.1145357,357.5990235,574.4514292,1702.243007,2188.173533,1946.295596,2393.639101,700.3888719,256.9861662,6909.020228,2907.128951
494137,2,46.28,0,46.28,0,20,790.2864837,610.8314024,338.5884146,564,1831,2390,2366.924289,2724,592,231,6055.666667,3552.479798
494360,1,140.91,0,140.91,0,20,778.0528415,610.2303091,328.3718843,554.9940179,1548.112662,1915.021934,1898.062812,2172.18345,487.0628116,173.8544367,7611.957233,5021.797484
494361,1,157.56,0,157.56,0,20,776.1570577,603.0904573,328.9363817,550.7345924,1557.117296,1928.45825,1876.277336,2110.180915,508.1192843,170.1033797,8098.625635,3729.908629
